question,reply
سلام عليكم هل يجوز للابناء ان يصلوا نيابة عن امهم المتوفيه كأن يأخذ احدهم صلاة الصبح والاخر الظهر والثالث العصر وهكذا,"وعليكم السلام ورحمة الله وبركاته 
نعم، يجوز."
سلام عليكم اني طالبه وداومي كالاتي عصري ومالحك اصلي صلات الظهر واصليها مرات وي العشاء يصح ذلك ام لا ؟,"وعليكم السلام ورحمة الله وبركاته 
وقت صلاة الظهر والعصر يمتد من اذان الظهر الى غروب الشمس 
ولا يجوز لك تأخير الصلاة الى الغروب"
"السلام عليكم سؤال يصير بصلاه الليل 
الاستغفار والدعاء لاربعين مؤمن والعفو بعد مااكمل ركعه الوتر يعني بعد السجود اسويهن ؟","عليكم السلام و رحمة الله و بركاته
الوارد في كيفيفة صلاة الوتر يؤتى بهذه الاذكار حال القيام ولكن يجوز الاتيان بها بعد الصلاة ولكن الافضل الالتزام بالكيفية المنصوص عليها ٠
دمتم في حفظ الله"
"السلام عليكم
والدتي اجرت عملية أعصاب لأيدهة وغير قادرة ع صلاة الليل لما فيها من أدعية وتسبيحات واذكارات أثناء الصلاة ممكن َوصار ثلاثة أيام مامصليتهة ف شنو الحُكم وممكن تبقى بدون صلاة الليل إلى ان تفتح أزرار العملية ؟","عليكم السلام ورحمة الله وبركاته 
صلاة الليل مستحبة، يمكنك تركها، ويجوز قضاؤها، بل يستحب ذلك، والمستحب يجوز تركه ولا شيء عليك."
السلام عليكم البارحة اشتركت بصلاة لليلة الوحشة لمتوفي وقلت بعدين اصليها بالليل لكن نسيت وما صليتها عليه اثم ؟ لان حجزت اشتراك واني ما صليتها ؟,"عليكم السلام 
مع النسيان لا شيء عليك، ويمكنكم الاتيان بها برجاء المطلوبية."
"السلام عليكم 
إذا جيت اقعد لصلاة الفجر ماكون مستوعبه حيل فقول في نفسي ان صلاة الفجر في كذا وكذا وغير عن اي صلاه بس اصلي اصليها نفس المطلوب بس تكون في ذهني هذي الأفكار فهل في صلاتي إشكال ؟ 
واحيانا لما اخلص انام على طول فأنسى إذا سلمت او لا فهل اصليها مرة ثانيه","عليكم السلام 
مع كونكم تأتون بالواجبات فصلاتكم صحيحة، ولايضر الشك بعد اتمام الصلاة."
"السلام عليكم 
هل يجوز ان نصلي صلاة الصبح وننام قبل طلوع الشمس لان انه سمعت يقولون لازم ننتظر طلوع الشمس يلا ننام ؟؟","وعليكم السلام 
يجوز النوم بعد صلاة الصبح وقبل طلوع الشمس."
السلام عليكم بعد صلاة المغرب والعشاء تذكرت انه الليلة ليلة ١ ذوالحجة ويستحب صلاة ركعتين مابين المغرب والعشاء فهل يجوز صلاتها لاحقا ؟,"عليكم السلام 
يجوز برجاء المطلوبية"
"السلام عليكم ورحمة الله وبركاته 
يصير اهدي للامام المنتظر صلاة الليل 
او اي صلاة تخص للأئمة مثل صلاة لامام الكاظم عليه السلام اصليه يصير اهديه للامام الحجة عجل؟!","عليكم السلام
يجوز ذلك."
السلام عليكم هل يجوز ان اكتب الاسماء أربعين شخص بالموبايل واذكرهم في صلاه الوتر,"عليكم السلام 
يجوز ذلك."
الطهر يكون عندي الساعة 8:30دقيقة ما حكم صلاة الصبح القبلها ؟,"السلام عليكم ورحمة الله وبركاته 
لا يجب قضاءها"
"السلام عليكم ،،، 
١- هل يجوز أن اصلي صلاة الليل وانا جالس؟","عليكم السلام ورحمة الله وبركاته

يجوز ذلك ."
السلام عليكم هل يجوز لي صلاة العيد نيابه عن والدتي لانها لا تعرف صلاة العيد,"سلام عليكم ورحمة الله وبركاته
لاتصح النيابة عن الوالدة في صلاة العيد ويمكنك صلاتها واهداء الثواب الى الوالدة"
"السلام عليكم 
عندما تقوم صلاة الجمعه وانا في البيت هل يجب تأخير صلاتي الظهر والعصر لحين انتهاء صلاة الجمعه","عليكم السلام 
لا يجب التأخير"
امي عملت عملية و تصعب عليها الحركة لفترة، هل أستطيع الصلاة بالنيابة عنها في هذه الفترة؟,"السلام عليكم ورحمة الله وبركاته. 
لايجوز النيابة عن الأحياء في الواجبات ولو مع عجزهم عنها
ويجب عليها ان تصلي بحسب استطاعتها  ٠"
السلام عليكم ما حكم من يترك مجالا بين ركعات صلاة الليل يعني ما ابدي مباشرة بالركعتين الثانية او الثلاثة مرات ابقى استغفر او اكل و هكذا,"عليكم السلام ورحمة الله وبركاته 
يجوز ."
"السلام عليكم
هل يجوز ان اصلي صلاة الليل وانوي واقول : (انوي ان اصلي نافلة الليلة نيابة عني وعن فلان) , وهل يجوز الصلاة واهدائها لشخص حي ؟","عليكم السلام 
يجوز كلا الأمرين ."
السلام عليكم اني مطلوبه صلاة وجاي اقضي بس اصلي صلاة الليل يجوز اصلي صلاة الليل واني بعدني ممكمله قضاء صلاة الواجبه,"عليكم السلام ورحمة الله وبركاته
يجوز."
"السلام عليكم 
انا ذهبت من قضاء الكفل (بيتي) إلى مكان بعدة عن بيتي 30 كيلو وبتت في المكان
 ثم غادرت ثاني يوم في نفس المكان الذي بتت فيةالى بيت يبعد عن بيتي (5) كيلوات (وبتت فية) (مارجعت الى بيتي)
 هل صلاتي أصلية قصر ام تمام في المكان الذي يبعد عن بيتي (5) كيلوات ?","عليكم السلام ورحمة الله وبركاته 
المسافة لا تحسب من البيت بل من نهاية البلد فإن لم تبلغ وجب التمام وكذا لو شك ومع العلم يقصر مالم يدخل بلده"
السلام عليكم عندي سفر خارج العراق لمدة أسبوعين أو أكثر ما حكم الصلاة,"السلام عليكم
إن كنت تبقى في مدينة واحدة لعشرة أيام على الأقل فتتم في صلاتك ."
صليت صلاة المغرب والعشاء وبعدها اكتشفت أن هناك خطأ في صلاة المغرب وعدتها ولكن هل تعاد صلاة العشاء ؟,"السلام عليكم ورحمة الله وبركاته 
تعيد صلاة المغرب فقط."
"السلام عليكم
عثرت على هذه النقاط الثلاثة في احد المجموعات الفقهية
1-صلاة العيد واجبة على الرجال في زمان حضور الإمام (عليه السلام) مع اجتماع الشرائط.
2-وهي مستحبة في زمن غيبة الامام المهدي عجّل الله تعالى فرجه.
3-الأولى بل الأحوط ترك النساء لهذه الصلاة إلا العجائز.
سؤالي/ النقطة رقم 3 لم افهم المقصود منها هل يقصد صلاة العيد حرام للنساء او غير شي","عليكم السلام 
المقصود الافضل الترك وليس الحرمة."
